"Part";"Value";"Device";"Package";"Description";"";
"TP82";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP83";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP84";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP85";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP86";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP87";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP88";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP89";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP90";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP91";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP92";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP93";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP94";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP95";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP96";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP97";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP98";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP99";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP100";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP101";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP102";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP103";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP104";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP105";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP106";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP107";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP108";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP109";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP110";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP111";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP112";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP113";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP114";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP115";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP116";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP117";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP118";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP119";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP120";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"U$1";"ARDUINO-MEGA-2560";"ARDUINO-MEGA-2560";"ARDUINO-MEGA-2560";"";"";
"U1";"LM22673";"LM22673";"SOIC127P600X170-9T271X340N";"42V 3A Switching Voltage Regutator";"";
"U2";"CAT24C16YI-GT3TSSOP-8";"CAT24C16YI-GT3TSSOP-8";"TSSOP-8_SOP65P640X120-8N";"";"";
"U4";"INA4180A4IPWRHS-TSSOP-14";"INA4180A4IPWRHS-TSSOP-14";"HS-TSSOP-14";"4 Ch Current Shunt Amplifier";"";
"U5";"INA4180A4IPWRHS-TSSOP-14";"INA4180A4IPWRHS-TSSOP-14";"HS-TSSOP-14";"4 Ch Current Shunt Amplifier";"";
"U6";"STP16CP05";"STP16CP05";"SOIC127P1032X265-24N";"16-bit LED Shift Register";"";
"U7";"TLV9351-OPAMP";"TLV9351-OPAMP";"SOT95P280X145-5N";"SOT-23 OPAMP";"";
"U8";"LM386SOIC";"LM386SOIC";"SOIC127P599X175-8N";"";"";
"U9";"PCA9634SO20-HS";"PCA9634SO20-HS";"SO20-127P1032X265-20N-HS";"8 Bit I2C PWM LED Driver";"";
"U10";"PCA9634SO20-HS";"PCA9634SO20-HS";"SO20-127P1032X265-20N-HS";"8 Bit I2C PWM LED Driver";"";
